"Trait","term","DF","Sum_Sq","F","p","Variance_Explained","Partial_Eta2"
"TB","Residuals",57,0.18621703785085,NA,NA,75.4548520790637,NA
"R_S","Intensity",1,0.0540847052960878,0.29484822620691,0.589247447875604,0.38185863727628,0.00514615598670956
"R_S","Frequency",1,0.09570350040965,0.521737285672495,0.47305467951702,0.675703196475444,0.00907026300477279
"R_S","Composition",1,0.160567163446039,0.875348087226507,0.353426010046237,1.13366538449563,0.0151247139957972
"R_S","TB_pot_c",1,2.23370957790369,12.177293068359,0.000940289970340932,15.7708411429761,0.176030204829289
"R_S","Intensity:Frequency",1,0.32909195591119,1.79407799170158,0.185746536216548,2.32351466343153,0.0305146037319406
"R_S","Intensity:Composition",1,0.236255105008054,1.28796853496012,0.261172612708889,1.66805110528106,0.0220966447679098
"R_S","Frequency:Composition",1,0.449674358219774,2.45144512050104,0.122952119832145,3.17487239151712,0.0412344075998868
"R_S","Intensity:Frequency:Composition",1,0.148810413539586,0.811254979260051,0.371539365703238,1.05065824830992,0.0140328207638995
"R_S","Residuals",57,10.455644388763,NA,NA,73.820835230237,NA
"SLA","Intensity",1,45.4023528340865,8.57044104764182,0.00490186431371668,11.7688803284582,0.130705862439064
"SLA","Frequency",1,0.275692671946956,0.0520415274693502,0.820364591150782,0.0714631260506104,0.000912176428328044
"SLA","Composition",1,20.3846173090342,3.84793188062831,0.0546978503723068,5.28395791575209,0.0632384990204301
"SLA","TB_pot_c",1,0.835205690169801,0.15765881465247,0.692804082289979,0.216496177041206,0.00275831477219381
"SLA","Intensity:Frequency",1,0.385304340829123,0.0727325332795813,0.788372945230757,0.0998758961638877,0.0012743832308567
"SLA","Intensity:Composition",1,1.93962375592713,0.366135894223939,0.547519656911709,0.502775703038084,0.0063824395441075
"SLA","Frequency:Composition",1,5.16335062709868,0.974667377251662,0.327691270071861,1.33840763376854,0.0168119528984845
"SLA","Intensity:Frequency:Composition",1,9.43652969851672,1.78130022844852,0.187296715735014,2.44607122330469,0.0303038589062449
"SLA","Residuals",57,301.960435543163,NA,NA,78.2720719964227,NA
"LDMC","Intensity",1,3524.64701018693,4.8338608339277,0.0319803875091764,6.18542251061854,0.0781749799985869
"LDMC","Frequency",1,139.840841922,0.191784075624179,0.663090986827767,0.245407466060639,0.00335335011355101
"LDMC","Composition",1,4221.8970669697,5.79010119819536,0.0193814977073673,7.40903048732921,0.0922135987632677
"LDMC","TB_pot_c",1,351.214528074139,0.481671539492387,0.490485109316255,0.616348315654687,0.00837956737499288
"LDMC","Intensity:Frequency",1,498.498883262764,0.683663986945681,0.411775887977497,0.874818444269734,0.0118519514831859
"LDMC","Intensity:Composition",1,2458.72021463938,3.37200046211188,0.071530091324677,4.31482168823954,0.0558537142433779
"LDMC","Frequency:Composition",1,4217.94322231858,5.78467871624263,0.0194357018676918,7.40209186350735,0.0921351965881146
"LDMC","Intensity:Frequency:Composition",1,8.37191941475612,0.011481630145324,0.91504436381562,0.014691927632881,0.000201391541090085
"LDMC","Residuals",57,41561.9908149925,NA,NA,72.9373672966874,NA
"LCC","Intensity",1,32.2607814382452,103.871928733023,1.86587249322165e-14,50.5309535638699,0.645680881376172
"LCC","Frequency",1,9.40951766737816,30.2963755056266,9.18383601837542e-07,14.7383875749837,0.347051928904813
"LCC","Composition",1,0.00168561974677672,0.00542728868931242,0.941530787194908,0.00264023279515915,9.52065258949347e-05
"LCC","TB_pot_c",1,1.46880231032267,4.72918888194899,0.0338194410658452,2.30062565221782,0.0766118746674786
"LCC","Intensity:Frequency",1,2.55575879899824,8.22892639276321,0.00577187247223962,4.00315564084663,0.126154558227961
"LCC","Intensity:Composition",1,0.036804608326019,0.118501954467691,0.73193174828141,0.0576480751967687,0.00207466845965525
"LCC","Frequency:Composition",1,0.0116816722622133,0.037612164820802,0.846913495701724,0.0182973261128281,0.000659427409270127
"LCC","Intensity:Frequency:Composition",1,0.395380489076256,1.27302973309473,0.263925777056254,0.61929538724339,0.0218459506726444
"LCC","Residuals",57,17.7031905001622,NA,NA,27.7289965467338,NA
"LNC","Intensity",1,3.69422797416762,54.368110174409,7.58827977620898e-10,35.9862502068067,0.488183826494545
"LNC","Frequency",1,1.61868121321127,23.8222002411602,8.89260146724279e-06,15.7679134993836,0.294748227220722
"LNC","Composition",1,0.0108805963959631,0.160130199802379,0.690532465682305,0.105990173601192,0.00280143168398403
"LNC","TB_pot_c",1,0.114246212960399,1.6813663738875,0.199967832420571,1.11289634357214,0.0286524748448204
"LNC","Intensity:Frequency",1,0.88563318760847,13.0339012791595,0.000646471491973086,8.62713879695289,0.186108456634532
"LNC","Intensity:Composition",1,0.00809554679357305,0.119142506383688,0.731236909550962,0.0788604207730502,0.00208585950621321
"LNC","Frequency:Composition",1,0.0452238972654344,0.66556201897564,0.417999383416015,0.44053547688473,0.0115417589922496
"LNC","Intensity:Frequency:Composition",1,0.0156158314689088,0.22981885571313,0.633492428067651,0.152117092490508,0.00401571873383952
"LNC","Residuals",57,3.87306076764592,NA,NA,37.7282979895352,NA
"Leaf_CN","Intensity",1,561.661257583506,22.9319161600471,1.23428437227212e-05,23.3998411323709,0.286893111809439
"Leaf_CN","Frequency",1,288.334324393033,11.7723244460417,0.00112491938112811,12.0125383275227,0.171178225265284
"Leaf_CN","Composition",1,11.9262759715871,0.48693470840181,0.488134728393223,0.496870594629644,0.0084703543661138
"Leaf_CN","TB_pot_c",1,39.0676403999637,1.59508216407402,0.211743614323947,1.62762976159136,0.0272221166890351
"Leaf_CN","Intensity:Frequency",1,86.445774890786,3.5294712523252,0.0654041668026486,3.60148999365217,0.0583099633831614
"Leaf_CN","Intensity:Composition",1,0.168616451619073,0.00688439567359392,0.93416429751676,0.00702487153407372,0.000120764285692421
"Leaf_CN","Frequency:Composition",1,12.9948581529072,0.530563562379709,0.469352050247335,0.541389693894838,0.00922229037100298
"Leaf_CN","Intensity:Frequency:Composition",1,3.60359883189471,0.147130365806238,0.702719917639067,0.150132555935811,0.00257458887024489
"Leaf_CN","Residuals",57,1396.07573387335,NA,NA,58.1630830688685,NA
"Chl","Intensity",1,41503.8135338019,27.8414542465511,2.12412272371661e-06,29.9204641642555,0.328158616490039
"Chl","Frequency",1,813.807426341271,0.545915671279966,0.463023095336385,0.586680930334703,0.00948661021224173
"Chl","Composition",1,1150.71356880759,0.771917962448195,0.383313069434588,0.82955953121728,0.0133614736999028
"Chl","TB_pot_c",1,3003.98932667873,2.01512642513533,0.161184332619438,2.16560232291655,0.0341459308350657
"Chl","Intensity:Frequency",1,7035.05806366033,4.71923494552399,0.0340001567922636,5.071635224936,0.0764629527519158
"Chl","Intensity:Composition",1,169.835809891301,0.113928709868157,0.736954808938725,0.122436128899852,0.00199476226625735
"Chl","Frequency:Composition",1,30.7421243132703,0.0206223326155951,0.886319059428949,0.0221622677660491,0.000361664460540257
"Chl","Intensity:Frequency:Composition",1,34.8007731601392,0.0233449423362872,0.879103066738693,0.0250881834118279,0.000409392720821521
"Chl","Residuals",57,84971.0417594212,NA,NA,61.2563712462623,NA
"PSIIeff","Intensity",1,0.0129711380401002,2.30848351622326,0.134197353250941,3.82152682699009,0.038923327311038
"PSIIeff","Frequency",1,0.000132221372958874,0.0235315404881475,0.87862468643708,0.0389547564987517,0.000412663682035188
"PSIIeff","Composition",1,0.00150391778483439,0.267653416786732,0.606912204392723,0.443080795421688,0.00467372767727681
"PSIIeff","TB_pot_c",1,3.73997334955356e-05,0.00665605963167437,0.935262791965388,0.0110186233801244,0.000116759341658487
"PSIIeff","Intensity:Frequency",1,0.00011855093232177,0.0210986015453423,0.885023091197434,0.0349272027505793,0.00037001394330853
"PSIIeff","Intensity:Composition",1,4.80181256509171e-05,0.00854582313459237,0.926669730235318,0.014146989631092,0.000149904247007199
"PSIIeff","Frequency:Composition",1,0.0042690531491929,0.759766706230865,0.387058237658643,1.25773861052528,0.0131539088461883
"PSIIeff","Intensity:Frequency:Composition",1,6.53230899414492e-05,0.0116256010762059,0.914515467245131,0.0192453383705726,0.000203916323269802
"PSIIeff","Residuals",57,0.320277300266504,NA,NA,94.3593608564318,NA
"Psi_osm","Intensity",1,0.0362264574625717,1.77847375404125,0.187641693794454,2.5652233965289,0.030257229227885
"Psi_osm","Frequency",1,0.00385981152938952,0.189490609388384,0.664984828319879,0.273316231696455,0.00331338166102281
"Psi_osm","Composition",1,0.00069342056463384,0.0340422542278082,0.854271849087059,0.0491016450579194,0.00059687605651491
"Psi_osm","TB_pot_c",1,0.0133808122943611,0.656907275514325,0.421025057219555,0.947505639973771,0.0113933838382153
"Psi_osm","Intensity:Frequency",1,0.0600927670342031,2.95014794334953,0.0912986466054052,4.25521518678894,0.0492100194004075
"Psi_osm","Intensity:Composition",1,0.00741512552878554,0.36403245195839,0.548668681793608,0.525070758417158,0.00634600526494128
"Psi_osm","Frequency:Composition",1,0.115533404856145,5.67190784425902,0.0206003494713005,8.18100951559593,0.090501598552797
"Psi_osm","Intensity:Frequency:Composition",1,0.0139564736222062,0.685168348622202,0.411264945659841,0.988268662640035,0.011877721227775
"Psi_osm","Residuals",57,1.16105625437231,NA,NA,82.2152889633009,NA
"SS","Intensity",1,652.505760539721,77.3165330247159,3.36897194335101e-12,54.4176517528062,0.575629308496882
"SS","Frequency",1,1.81656994230758,0.215248505729599,0.64445142593324,0.151498234166304,0.00376208285992227
"SS","Composition",1,0.0941194488103747,0.0111523758291363,0.916266676675642,0.00784937037842021,0.000195617442629778
"SS","TB_pot_c",1,1.32599393774507,0.157119308791142,0.693302721205302,0.110585194329715,0.00274890181120405
"SS","Intensity:Frequency",1,2.88930688290799,0.342358956105025,0.560780015001976,0.240962310633121,0.00597043725332432
"SS","Intensity:Composition",1,29.5131151384368,3.49705991771743,0.0666163234592553,2.46133370595149,0.0578054524050229
"SS","Frequency:Composition",1,4.1266624134775,0.48897534714418,0.487228528934586,0.344155242295893,0.00850554987615499
"SS","Intensity:Frequency:Composition",1,25.7522642027744,3.05143020354041,0.0860526240540427,2.14768639601539,0.0508136141503672
"SS","Residuals",57,481.046250985861,NA,NA,40.1182777934235,NA
"SD","Intensity",1,775.535032054652,10.2161804073796,0.00227131507898648,12.8012670369722,0.151989898049279
"SD","Frequency",1,9.52962712086446,0.125534483753595,0.724415144005484,0.157299537087013,0.00219751963614969
"SD","Composition",1,113.479222553522,1.4948702020907,0.226493783366584,1.87312986649617,0.0255555777271777
"SD","TB_pot_c",1,26.4398890213697,0.3482946160121,0.557412634137337,0.436426551736494,0.00607332124423546
"SD","Intensity:Frequency",1,196.759609542354,2.59192890699565,0.112934284048758,3.24778662437593,0.0434946301375953
"SD","Intensity:Composition",1,164.079421587485,2.16143037102431,0.147011603932499,2.70835539878657,0.036534450865524
"SD","Frequency:Composition",1,174.529698687928,2.29909264513511,0.134976234290113,2.88085152371173,0.0387711268854251
"SD","Intensity:Frequency:Composition",1,270.907003756358,3.56867802175901,0.0639700851382232,4.47169083785087,0.0589195296697243
"SD","Residuals",57,4327.00824225694,NA,NA,71.423192622983,NA
"RD","Intensity",1,0.0015698145990173,3.72169968064757,0.0586934802914317,5.50418131402034,0.0612910985730147
"RD","Frequency",1,0.00144976046252021,3.43707661640714,0.0689252251713946,5.08324005433794,0.0568703320682136
"RD","Composition",1,0.000232463261142974,0.551121416057465,0.4609082680895,0.815077104634114,0.00957620637959794
"RD","TB_pot_c",1,0.000122539032666825,0.290514229532885,0.59199025774107,0.429653956757115,0.0050708958269941
"RD","Intensity:Frequency",1,2.55243131195432e-05,0.0605127688615063,0.806570980786096,0.0894949297921805,0.00106050166612819
"RD","Intensity:Composition",1,3.76629093843291e-05,0.0892908232065503,0.766167402483598,0.132056028905984,0.00156405556837385
"RD","Frequency:Composition",1,0.00103934477361946,2.46406748572964,0.122011958971138,3.64421511009139,0.0414379236052256
"RD","Intensity:Frequency:Composition",1,6.66314149619374e-07,0.0015796904675251,0.968435056001267,0.00233627199918905,2.77130998141316e-05
"RD","Residuals",57,0.0240426256339999,NA,NA,84.2997452294617,NA
"RDMC","Intensity",1,19988.264306914,47.9179213824282,4.28671339016863e-09,35.8967816139488,0.456718173130464
"RDMC","Frequency",1,3392.96018599904,8.13395285103233,0.00604165484865213,6.09339305061625,0.124880381045435
"RDMC","Composition",1,5410.45278296896,12.9704934413924,0.000664513621419195,9.71659364718513,0.185370901410843
"RDMC","TB_pot_c",1,843.644788408343,2.02247198780851,0.160435931135035,1.51509567135176,0.0342661349091963
"RDMC","Intensity:Frequency",1,744.32066382311,1.7843619888524,0.18692387106203,1.33672018289079,0.0303543651488601
"RDMC","Intensity:Composition",1,316.0235931768,0.757604235181155,0.387730276025672,0.567544521872215,0.0131169608783684
"RDMC","Frequency:Composition",1,1013.03213498713,2.42854474289675,0.124678934149827,1.81929720155675,0.0408649539274984
"RDMC","Intensity:Frequency:Composition",1,197.188494211376,0.472720523305853,0.494526540344657,0.354129413379865,0.00822512870456792
"RDMC","Residuals",57,23776.7213732251,NA,NA,42.7004446971985,NA
"SRL","Intensity",1,2.6611251966624,0.0131549438192369,0.909089949881531,0.0203156267007684,0.000230735237020295
"SRL","Frequency",1,1301.58190592959,6.43420943520954,0.0139575651707949,9.93656824357776,0.101431222876377
"SRL","Composition",1,6.16273219540017,0.0304647056460068,0.862058467392859,0.0470476800173037,0.000534183016099302
"SRL","TB_pot_c",1,38.8062476662944,0.191833893619798,0.663049999766354,0.296255599787183,0.00335421826089053
"SRL","Intensity:Frequency",1,6.27217649755949,0.0310057300397659,0.860851712605322,0.0478832023707741,0.000543664444329348
"SRL","Intensity:Composition",1,168.033571776059,0.830653213622629,0.365922162989159,1.28280598059824,0.0143635454117084
"SRL","Frequency:Composition",1,34.0261777233918,0.168204208090619,0.683250201700109,0.259763473567278,0.00294226852881997
"SRL","Intensity:Frequency:Composition",1,10.7834826077396,0.0533068147483066,0.818232673504128,0.0823235252019824,0.000934333480816344
"SRL","Residuals",57,11530.580312167,NA,NA,88.0270366681787,NA
"SRA","Intensity",1,14690.3839200033,2.54444255701346,0.11621325308343,3.7598346826322,0.0427318226142964
"SRA","Frequency",1,34048.5189758793,5.89736123693413,0.0183417236646443,8.71432654414544,0.0937616637798014
"SRA","Composition",1,3715.01217890624,0.643457321422424,0.42579341400405,0.950814608570803,0.0111627121502182
"SRA","TB_pot_c",1,19.0951623772853,0.00330737059360912,0.954340279083457,0.00488718703116065,5.80206789074014e-05
"SRA","Intensity:Frequency",1,394.333052748174,0.0683003117218236,0.794769800527062,0.100925006201641,0.0011968169955781
"SRA","Intensity:Composition",1,6445.72140631301,1.11642881126771,0.295146479400624,1.64970820572231,0.0192102101609391
"SRA","Frequency:Composition",1,1887.60860732122,0.326942556274047,0.56971310507481,0.483111697263241,0.00570312215679581
"SRA","Intensity:Frequency:Composition",1,427.701602178044,0.0740798990830196,0.786470027106147,0.109465302366721,0.00129796046145651
"SRA","Residuals",57,329090.503981755,NA,NA,84.2269267660665,NA
"RTD","Intensity",1,0.00742088980036082,18.8673767679071,5.82291394463773e-05,20.0668011189807,0.248688930231845
"RTD","Frequency",1,0.00168037523910943,4.27230070795528,0.0432909106603833,4.54389657246075,0.069726461363325
"RTD","Composition",1,0.0017600252082288,4.47480822623891,0.0387804207557853,4.75927776426524,0.0727909261590662
"RTD","TB_pot_c",1,0.000183907722427011,0.467579546780144,0.496873351949709,0.49730420333261,0.00813640578684059
"RTD","Intensity:Frequency",1,5.08281063592887e-05,0.129228847062697,0.720561340891837,0.137444097541598,0.002262044310254
"RTD","Intensity:Composition",1,0.000903875931643205,2.29807586590576,0.135060876544611,2.44416761931105,0.038754644773003
"RTD","Frequency:Composition",1,0.00256170493822704,6.51305349331395,0.0134138162961544,6.92709700640121,0.102546691350615
"RTD","Intensity:Frequency:Composition",1,1.64733875703676e-07,0.000418830650091007,0.98374362384346,0.000445456274144352,7.34785215061955e-06
"RTD","Residuals",57,0.0224191589442398,NA,NA,60.6235661614327,NA
"RCC","Intensity",1,20.8620829582837,5.60832083292998,0.0212896377261617,7.25738197787378,0.0895778829126525
"RCC","Frequency",1,36.1384899722599,9.71505321819171,0.00286216987554466,12.5716509879044,0.145620107450392
"RCC","Composition",1,1.81209264709534,0.487142006108681,0.488042543240449,0.630380415300067,0.00847392980602369
"RCC","TB_pot_c",1,9.09239866557652,2.44429518181021,0.123488326418168,3.16301159108359,0.0411190876152932
"RCC","Intensity:Frequency",1,6.5252762220758,1.75417970727412,0.190638239770691,2.26997573298104,0.0298562539042127
"RCC","Intensity:Composition",1,0.584720538330345,0.157189499395505,0.693237791338723,0.203409233174692,0.00275012646304394
"RCC","Frequency:Composition",1,0.119805227962303,0.0322070503323406,0.858210428903896,0.0416771567828243,0.000564716885389287
"RCC","Intensity:Frequency:Composition",1,0.294156812108355,0.079077711501502,0.779569492837972,0.102329587660676,0.00138540625868536
"RCC","Residuals",57,212.031152290715,NA,NA,73.7601833172389,NA
"RNC","Intensity",1,0.0157383034193989,2.79620129207698,0.0999691531716198,3.79450028043048,0.0467621894310446
"RNC","Frequency",1,0.0380334239777842,6.7573426712378,0.0118669477705319,9.16984722581653,0.105985324797518
"RNC","Composition",1,0.0315645804120085,5.60803271991417,0.0212928162652891,7.61021096323555,0.0895736932831366
"RNC","TB_pot_c",1,0.00203543619670205,0.361632964589006,0.549984982447679,0.490743062537757,0.00630443984766356
"RNC","Intensity:Frequency",1,0.00511438768952571,0.908665761775015,0.344493723987475,1.23307735306559,0.0156913606939778
"RNC","Intensity:Composition",1,0.000809662208721529,0.143851497448097,0.705891038146962,0.19520931806798,0.00251735740028866
"RNC","Frequency:Composition",1,0.000260874266962585,0.0463491485016927,0.830310855392161,0.0628967082898212,0.000812482291917361
"RNC","Intensity:Frequency:Composition",1,0.000387355657955335,0.0688209117847473,0.794007136565982,0.0933913340955268,0.00120592839812003
"RNC","Residuals",57,0.320822144474225,NA,NA,77.3501237544608,NA
"Root_CN","Intensity",1,6.12525004889358,0.326841983471397,0.569772296777817,0.463300580154951,0.00570137778679021
"Root_CN","Frequency",1,21.6493518490836,1.15520461087181,0.28699102760364,1.63750984720548,0.0198641655308672
"Root_CN","Composition",1,149.948035563183,8.00119390553907,0.00644121450868847,11.3417430006905,0.123093029909059
"Root_CN","TB_pot_c",1,40.948254106587,2.1849897530804,0.144866902650542,3.09723680380052,0.036917971299753
"Root_CN","Intensity:Frequency",1,0.064692785549596,0.00345199268218267,0.953353817294381,0.0048932214746697,6.0557607680072e-05
"Root_CN","Intensity:Composition",1,25.2053536087315,1.344952075722,0.2509974612136,1.90647807954311,0.0230517298904707
"Root_CN","Frequency:Composition",1,9.82076323805154,0.524033747243926,0.472086728915573,0.742821153329989,0.00910982267944715
"Root_CN","Intensity:Frequency:Composition",1,0.107837061206737,0.00575416165792333,0.939799131144045,0.00815656056821893,0.000100940014609851
"Root_CN","Residuals",57,1068.22033411595,NA,NA,80.7978607532326,NA
